diagnosisYear,ageBand,sex,dep,region,stage,route,count,rate,ciLb,ciUb,table
allyears,0-49,Male,All IMD Quintiles,West Midlands,All Stages,Emergency,0,0.1,0.0,0.1,
2016,0-49,Male,All IMD Quintiles,West Midlands,All Stages,Non-emergency,20,1.0,0.5,1.4,sex_1_region_West Midlands_rtd_non_emergency
2017,0-49,Male,All IMD Quintiles,West Midlands,All Stages,Non-emergency,20,1.1,0.6,1.5,sex_1_region_West Midlands_rtd_non_emergency
2018,0-49,Male,All IMD Quintiles,West Midlands,All Stages,Non-emergency,20,1.0,0.5,1.4,sex_1_region_West Midlands_rtd_non_emergency
2019,0-49,Male,All IMD Quintiles,West Midlands,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A,sex_1_region_West Midlands_rtd_non_emergency
2020,0-49,Male,All IMD Quintiles,West Midlands,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A,sex_1_region_West Midlands_rtd_non_emergency
2021,0-49,Male,All IMD Quintiles,West Midlands,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A,sex_1_region_West Midlands_rtd_non_emergency
2022,0-49,Male,All IMD Quintiles,West Midlands,All Stages,Non-emergency,20,1.0,0.6,1.5,sex_1_region_West Midlands_rtd_non_emergency
2023,0-49,Male,All IMD Quintiles,West Midlands,All Stages,Non-emergency,15,0.9,0.5,1.3,sex_1_region_West Midlands_rtd_non_emergency
allyears,0-49,Male,All IMD Quintiles,West Midlands,All Stages,Non-emergency,95,0.7,0.6,0.9,
2016,0-49,Male,All IMD Quintiles,West Midlands,Early,All Routes,10,0.6,0.3,1.0,sex_1_region_West Midlands_stage_early
2017,0-49,Male,All IMD Quintiles,West Midlands,Early,All Routes,15,0.8,0.4,1.2,sex_1_region_West Midlands_stage_early
2018,0-49,Male,All IMD Quintiles,West Midlands,Early,All Routes,15,0.8,0.4,1.2,sex_1_region_West Midlands_stage_early
2019,0-49,Male,All IMD Quintiles,West Midlands,Early,All Routes,SUPPRESSED; n<10,0.5,0.2,0.8,sex_1_region_West Midlands_stage_early
2020,0-49,Male,All IMD Quintiles,West Midlands,Early,All Routes,SUPPRESSED; n<10,0.5,0.2,0.8,sex_1_region_West Midlands_stage_early
2021,0-49,Male,All IMD Quintiles,West Midlands,Early,All Routes,SUPPRESSED; n<10,0.4,0.1,0.7,sex_1_region_West Midlands_stage_early
2022,0-49,Male,All IMD Quintiles,West Midlands,Early,All Routes,#N/A,#N/A,#N/A,#N/A,sex_1_region_West Midlands_stage_early
2023,0-49,Male,All IMD Quintiles,West Midlands,Early,All Routes,#N/A,#N/A,#N/A,#N/A,sex_1_region_West Midlands_stage_early
allyears,0-49,Male,All IMD Quintiles,West Midlands,Early,All Routes,40,0.3,0.2,0.4,
2016,0-49,Male,All IMD Quintiles,West Midlands,Advanced,All Routes,SUPPRESSED; n<10,0.5,0.2,0.8,sex_1_region_West Midlands_stage_advanced
2017,0-49,Male,All IMD Quintiles,West Midlands,Advanced,All Routes,SUPPRESSED; n<10,0.4,0.1,0.7,sex_1_region_West Midlands_stage_advanced
2018,0-49,Male,All IMD Quintiles,West Midlands,Advanced,All Routes,SUPPRESSED; n<10,0.3,0.1,0.6,sex_1_region_West Midlands_stage_advanced
2019,0-49,Male,All IMD Quintiles,West Midlands,Advanced,All Routes,SUPPRESSED; n<10,0.2,0.0,0.3,sex_1_region_West Midlands_stage_advanced
2020,0-49,Male,All IMD Quintiles,West Midlands,Advanced,All Routes,SUPPRESSED; n<10,0.4,0.1,0.7,sex_1_region_West Midlands_stage_advanced
2021,0-49,Male,All IMD Quintiles,West Midlands,Advanced,All Routes,SUPPRESSED; n<10,0.4,0.1,0.7,sex_1_region_West Midlands_stage_advanced
2022,0-49,Male,All IMD Quintiles,West Midlands,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A,sex_1_region_West Midlands_stage_advanced
2023,0-49,Male,All IMD Quintiles,West Midlands,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A,sex_1_region_West Midlands_stage_advanced
allyears,0-49,Male,All IMD Quintiles,West Midlands,Advanced,All Routes,0,0.5,0.4,0.6,
2016,0-49,Male,All IMD Quintiles,Yorkshire and The Humber,All Stages,All Routes,20,1.1,0.6,1.6,sex_1_region_Yorkshire and The Humber
2017,0-49,Male,All IMD Quintiles,Yorkshire and The Humber,All Stages,All Routes,30,1.8,1.1,2.4,sex_1_region_Yorkshire and The Humber
2018,0-49,Male,All IMD Quintiles,Yorkshire and The Humber,All Stages,All Routes,20,1.2,0.7,1.8,sex_1_region_Yorkshire and The Humber
2019,0-49,Male,All IMD Quintiles,Yorkshire and The Humber,All Stages,All Routes,30,1.7,1.0,2.3,sex_1_region_Yorkshire and The Humber
2020,0-49,Male,All IMD Quintiles,Yorkshire and The Humber,All Stages,All Routes,20,1.3,0.8,1.9,sex_1_region_Yorkshire and The Humber
2021,0-49,Male,All IMD Quintiles,Yorkshire and The Humber,All Stages,All Routes,20,1.1,0.6,1.6,sex_1_region_Yorkshire and The Humber
2022,0-49,Male,All IMD Quintiles,Yorkshire and The Humber,All Stages,All Routes,15,1.0,0.5,1.5,sex_1_region_Yorkshire and The Humber
2023,0-49,Male,All IMD Quintiles,Yorkshire and The Humber,All Stages,All Routes,20,1.1,0.6,1.6,sex_1_region_Yorkshire and The Humber
allyears,0-49,Male,All IMD Quintiles,Yorkshire and The Humber,All Stages,All Routes,175,1.5,1.2,1.7,
2016,0-49,Male,All IMD Quintiles,Yorkshire and The Humber,All Stages,Emergency,SUPPRESSED; n<10,0.1,0.0,0.3,sex_1_region_Yorkshire and The Humber_rtd_emergency
2017,0-49,Male,All IMD Quintiles,Yorkshire and The Humber,All Stages,Emergency,SUPPRESSED; n<10,0.0,0.0,0.0,sex_1_region_Yorkshire and The Humber_rtd_emergency
2018,0-49,Male,All IMD Quintiles,Yorkshire and The Humber,All Stages,Emergency,SUPPRESSED; n<10,0.1,0.0,0.3,sex_1_region_Yorkshire and The Humber_rtd_emergency
2019,0-49,Male,All IMD Quintiles,Yorkshire and The Humber,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A,sex_1_region_Yorkshire and The Humber_rtd_emergency
2020,0-49,Male,All IMD Quintiles,Yorkshire and The Humber,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A,sex_1_region_Yorkshire and The Humber_rtd_emergency
2021,0-49,Male,All IMD Quintiles,Yorkshire and The Humber,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A,sex_1_region_Yorkshire and The Humber_rtd_emergency
2022,0-49,Male,All IMD Quintiles,Yorkshire and The Humber,All Stages,Emergency,SUPPRESSED; n<10,0.1,-0.1,0.2,sex_1_region_Yorkshire and The Humber_rtd_emergency
2023,0-49,Male,All IMD Quintiles,Yorkshire and The Humber,All Stages,Emergency,SUPPRESSED; n<10,0.1,0.0,0.3,sex_1_region_Yorkshire and The Humber_rtd_emergency
allyears,0-49,Male,All IMD Quintiles,Yorkshire and The Humber,All Stages,Emergency,0,0.1,0.0,0.1,
2016,0-49,Male,All IMD Quintiles,Yorkshire and The Humber,All Stages,Non-emergency,15,1.0,0.5,1.5,sex_1_region_Yorkshire and The Humber_rtd_non_emergency
2017,0-49,Male,All IMD Quintiles,Yorkshire and The Humber,All Stages,Non-emergency,30,1.8,1.1,2.4,sex_1_region_Yorkshire and The Humber_rtd_non_emergency
2018,0-49,Male,All IMD Quintiles,Yorkshire and The Humber,All Stages,Non-emergency,20,1.1,0.6,1.6,sex_1_region_Yorkshire and The Humber_rtd_non_emergency
2019,0-49,Male,All IMD Quintiles,Yorkshire and The Humber,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A,sex_1_region_Yorkshire and The Humber_rtd_non_emergency
2020,0-49,Male,All IMD Quintiles,Yorkshire and The Humber,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A,sex_1_region_Yorkshire and The Humber_rtd_non_emergency
2021,0-49,Male,All IMD Quintiles,Yorkshire and The Humber,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A,sex_1_region_Yorkshire and The Humber_rtd_non_emergency
2022,0-49,Male,All IMD Quintiles,Yorkshire and The Humber,All Stages,Non-emergency,15,0.9,0.5,1.4,sex_1_region_Yorkshire and The Humber_rtd_non_emergency
2023,0-49,Male,All IMD Quintiles,Yorkshire and The Humber,All Stages,Non-emergency,15,0.9,0.4,1.3,sex_1_region_Yorkshire and The Humber_rtd_non_emergency
allyears,0-49,Male,All IMD Quintiles,Yorkshire and The Humber,All Stages,Non-emergency,95,0.8,0.6,1.0,
2016,0-49,Male,All IMD Quintiles,Yorkshire and The Humber,Early,All Routes,SUPPRESSED; n<10,0.4,0.1,0.7,sex_1_region_Yorkshire and The Humber_stage_early
2017,0-49,Male,All IMD Quintiles,Yorkshire and The Humber,Early,All Routes,15,1.0,0.5,1.5,sex_1_region_Yorkshire and The Humber_stage_early
2018,0-49,Male,All IMD Quintiles,Yorkshire and The Humber,Early,All Routes,SUPPRESSED; n<10,0.5,0.2,0.9,sex_1_region_Yorkshire and The Humber_stage_early
2019,0-49,Male,All IMD Quintiles,Yorkshire and The Humber,Early,All Routes,15,0.8,0.4,1.3,sex_1_region_Yorkshire and The Humber_stage_early
2020,0-49,Male,All IMD Quintiles,Yorkshire and The Humber,Early,All Routes,SUPPRESSED; n<10,0.4,0.1,0.6,sex_1_region_Yorkshire and The Humber_stage_early
2021,0-49,Male,All IMD Quintiles,Yorkshire and The Humber,Early,All Routes,10,0.7,0.3,1.1,sex_1_region_Yorkshire and The Humber_stage_early
2022,0-49,Male,All IMD Quintiles,Yorkshire and The Humber,Early,All Routes,#N/A,#N/A,#N/A,#N/A,sex_1_region_Yorkshire and The Humber_stage_early
2023,0-49,Male,All IMD Quintiles,Yorkshire and The Humber,Early,All Routes,#N/A,#N/A,#N/A,#N/A,sex_1_region_Yorkshire and The Humber_stage_early
allyears,0-49,Male,All IMD Quintiles,Yorkshire and The Humber,Early,All Routes,40,0.5,0.4,0.7,
2016,0-49,Male,All IMD Quintiles,Yorkshire and The Humber,Advanced,All Routes,10,0.6,0.3,1.0,sex_1_region_Yorkshire and The Humber_stage_advanced
2017,0-49,Male,All IMD Quintiles,Yorkshire and The Humber,Advanced,All Routes,10,0.7,0.3,1.1,sex_1_region_Yorkshire and The Humber_stage_advanced
2018,0-49,Male,All IMD Quintiles,Yorkshire and The Humber,Advanced,All Routes,SUPPRESSED; n<10,0.4,0.1,0.7,sex_1_region_Yorkshire and The Humber_stage_advanced
2019,0-49,Male,All IMD Quintiles,Yorkshire and The Humber,Advanced,All Routes,10,0.7,0.3,1.1,sex_1_region_Yorkshire and The Humber_stage_advanced
2020,0-49,Male,All IMD Quintiles,Yorkshire and The Humber,Advanced,All Routes,15,0.9,0.4,1.3,sex_1_region_Yorkshire and The Humber_stage_advanced
2021,0-49,Male,All IMD Quintiles,Yorkshire and The Humber,Advanced,All Routes,SUPPRESSED; n<10,0.4,0.1,0.7,sex_1_region_Yorkshire and The Humber_stage_advanced
2022,0-49,Male,All IMD Quintiles,Yorkshire and The Humber,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A,sex_1_region_Yorkshire and The Humber_stage_advanced
2023,0-49,Male,All IMD Quintiles,Yorkshire and The Humber,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A,sex_1_region_Yorkshire and The Humber_stage_advanced
allyears,0-49,Male,All IMD Quintiles,Yorkshire and The Humber,Advanced,All Routes,45,0.5,0.4,0.7,
2016,0-49,Male,IMD Q1,All Regions,All Stages,All Routes,60,1.6,1.2,1.9,sex_1_imd_1
2017,0-49,Male,IMD Q1,All Regions,All Stages,All Routes,65,1.6,1.2,2.0,sex_1_imd_1
2018,0-49,Male,IMD Q1,All Regions,All Stages,All Routes,60,1.5,1.1,1.8,sex_1_imd_1
2019,0-49,Male,IMD Q1,All Regions,All Stages,All Routes,60,1.5,1.1,1.9,sex_1_imd_1
2020,0-49,Male,IMD Q1,All Regions,All Stages,All Routes,55,1.3,1.0,1.7,sex_1_imd_1
2021,0-49,Male,IMD Q1,All Regions,All Stages,All Routes,55,1.4,1.0,1.8,sex_1_imd_1
2022,0-49,Male,IMD Q1,All Regions,All Stages,All Routes,40,1.0,0.7,1.3,sex_1_imd_1
2023,0-49,Male,IMD Q1,All Regions,All Stages,All Routes,55,1.4,1.0,1.7,sex_1_imd_1
allyears,0-49,Male,IMD Q1,All Regions,All Stages,All Routes,450,1.6,1.4,1.7,
2016,0-49,Male,IMD Q1,All Regions,All Stages,Emergency,SUPPRESSED; n<10,0.2,0.0,0.3,sex_1_imd_1_rtd_emergency
2017,0-49,Male,IMD Q1,All Regions,All Stages,Emergency,SUPPRESSED; n<10,0.1,0.0,0.1,sex_1_imd_1_rtd_emergency
2018,0-49,Male,IMD Q1,All Regions,All Stages,Emergency,SUPPRESSED; n<10,0.1,0.0,0.2,sex_1_imd_1_rtd_emergency
2019,0-49,Male,IMD Q1,All Regions,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A,sex_1_imd_1_rtd_emergency
2020,0-49,Male,IMD Q1,All Regions,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A,sex_1_imd_1_rtd_emergency
2021,0-49,Male,IMD Q1,All Regions,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A,sex_1_imd_1_rtd_emergency
2022,0-49,Male,IMD Q1,All Regions,All Stages,Emergency,SUPPRESSED; n<10,0.1,0.0,0.2,sex_1_imd_1_rtd_emergency
2023,0-49,Male,IMD Q1,All Regions,All Stages,Emergency,SUPPRESSED; n<10,0.1,0.0,0.2,sex_1_imd_1_rtd_emergency
allyears,0-49,Male,IMD Q1,All Regions,All Stages,Emergency,0,0.1,0.0,0.1,
2016,0-49,Male,IMD Q1,All Regions,All Stages,Non-emergency,55,1.4,1.0,1.7,sex_1_imd_1_rtd_non_emergency
2017,0-49,Male,IMD Q1,All Regions,All Stages,Non-emergency,60,1.5,1.2,1.9,sex_1_imd_1_rtd_non_emergency
2018,0-49,Male,IMD Q1,All Regions,All Stages,Non-emergency,50,1.3,0.9,1.6,sex_1_imd_1_rtd_non_emergency
2019,0-49,Male,IMD Q1,All Regions,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A,sex_1_imd_1_rtd_non_emergency
2020,0-49,Male,IMD Q1,All Regions,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A,sex_1_imd_1_rtd_non_emergency
2021,0-49,Male,IMD Q1,All Regions,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A,sex_1_imd_1_rtd_non_emergency
2022,0-49,Male,IMD Q1,All Regions,All Stages,Non-emergency,35,0.9,0.6,1.2,sex_1_imd_1_rtd_non_emergency
2023,0-49,Male,IMD Q1,All Regions,All Stages,Non-emergency,45,1.2,0.9,1.6,sex_1_imd_1_rtd_non_emergency
allyears,0-49,Male,IMD Q1,All Regions,All Stages,Non-emergency,245,0.9,0.8,1.0,
2016,0-49,Male,IMD Q1,All Regions,Early,All Routes,25,0.7,0.4,0.9,sex_1_imd_1_stage_early
2017,0-49,Male,IMD Q1,All Regions,Early,All Routes,30,0.8,0.5,1.1,sex_1_imd_1_stage_early
2018,0-49,Male,IMD Q1,All Regions,Early,All Routes,20,0.5,0.3,0.8,sex_1_imd_1_stage_early
2019,0-49,Male,IMD Q1,All Regions,Early,All Routes,25,0.7,0.4,0.9,sex_1_imd_1_stage_early
2020,0-49,Male,IMD Q1,All Regions,Early,All Routes,15,0.4,0.2,0.6,sex_1_imd_1_stage_early
2021,0-49,Male,IMD Q1,All Regions,Early,All Routes,20,0.6,0.3,0.8,sex_1_imd_1_stage_early
2022,0-49,Male,IMD Q1,All Regions,Early,All Routes,#N/A,#N/A,#N/A,#N/A,sex_1_imd_1_stage_early
2023,0-49,Male,IMD Q1,All Regions,Early,All Routes,#N/A,#N/A,#N/A,#N/A,sex_1_imd_1_stage_early
allyears,0-49,Male,IMD Q1,All Regions,Early,All Routes,135,0.6,0.5,0.7,
2016,0-49,Male,IMD Q1,All Regions,Advanced,All Routes,30,0.7,0.4,1.0,sex_1_imd_1_stage_advanced
2017,0-49,Male,IMD Q1,All Regions,Advanced,All Routes,30,0.7,0.5,1.0,sex_1_imd_1_stage_advanced
2018,0-49,Male,IMD Q1,All Regions,Advanced,All Routes,30,0.7,0.4,1.0,sex_1_imd_1_stage_advanced
2019,0-49,Male,IMD Q1,All Regions,Advanced,All Routes,20,0.5,0.3,0.8,sex_1_imd_1_stage_advanced
2020,0-49,Male,IMD Q1,All Regions,Advanced,All Routes,35,0.9,0.6,1.2,sex_1_imd_1_stage_advanced
2021,0-49,Male,IMD Q1,All Regions,Advanced,All Routes,30,0.7,0.5,1.0,sex_1_imd_1_stage_advanced
2022,0-49,Male,IMD Q1,All Regions,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A,sex_1_imd_1_stage_advanced
2023,0-49,Male,IMD Q1,All Regions,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A,sex_1_imd_1_stage_advanced
allyears,0-49,Male,IMD Q1,All Regions,Advanced,All Routes,175,0.5,0.4,0.6,
2016,0-49,Male,IMD Q1,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,2.4,0.6,4.1,sex_1_imd_1_region_East Midlands
2017,0-49,Male,IMD Q1,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,1.3,0.0,2.7,sex_1_imd_1_region_East Midlands
2018,0-49,Male,IMD Q1,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,0.7,-0.3,1.6,sex_1_imd_1_region_East Midlands
2019,0-49,Male,IMD Q1,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,1.7,0.2,3.2,sex_1_imd_1_region_East Midlands
2020,0-49,Male,IMD Q1,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,2.0,0.4,3.6,sex_1_imd_1_region_East Midlands
2021,0-49,Male,IMD Q1,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,3.1,1.1,5.1,sex_1_imd_1_region_East Midlands
2022,0-49,Male,IMD Q1,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,0.7,-0.3,1.6,sex_1_imd_1_region_East Midlands
2023,0-49,Male,IMD Q1,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,1.7,0.2,3.2,sex_1_imd_1_region_East Midlands
allyears,0-49,Male,IMD Q1,East Midlands,All Stages,All Routes,0,1.9,1.3,2.5,
2016,0-49,Male,IMD Q1,East of England,All Stages,All Routes,SUPPRESSED; n<10,1.8,0.0,3.6,sex_1_imd_1_region_East of England
2017,0-49,Male,IMD Q1,East of England,All Stages,All Routes,SUPPRESSED; n<10,1.4,-0.2,2.9,sex_1_imd_1_region_East of England
2018,0-49,Male,IMD Q1,East of England,All Stages,All Routes,SUPPRESSED; n<10,1.4,-0.2,2.9,sex_1_imd_1_region_East of England
2019,0-49,Male,IMD Q1,East of England,All Stages,All Routes,SUPPRESSED; n<10,0.9,-0.4,2.2,sex_1_imd_1_region_East of England
2020,0-49,Male,IMD Q1,East of England,All Stages,All Routes,SUPPRESSED; n<10,0.9,-0.4,2.2,sex_1_imd_1_region_East of England
2021,0-49,Male,IMD Q1,East of England,All Stages,All Routes,SUPPRESSED; n<10,0.9,-0.4,2.2,sex_1_imd_1_region_East of England
2022,0-49,Male,IMD Q1,East of England,All Stages,All Routes,SUPPRESSED; n<10,0.9,-0.4,2.2,sex_1_imd_1_region_East of England
2023,0-49,Male,IMD Q1,East of England,All Stages,All Routes,SUPPRESSED; n<10,1.4,-0.2,3.0,sex_1_imd_1_region_East of England
allyears,0-49,Male,IMD Q1,East of England,All Stages,All Routes,0,1.4,0.8,2.0,
2016,0-49,Male,IMD Q1,London,All Stages,All Routes,SUPPRESSED; n<10,1.6,0.6,2.7,sex_1_imd_1_region_London
2017,0-49,Male,IMD Q1,London,All Stages,All Routes,SUPPRESSED; n<10,1.3,0.3,2.2,sex_1_imd_1_region_London
2018,0-49,Male,IMD Q1,London,All Stages,All Routes,SUPPRESSED; n<10,1.1,0.2,2.0,sex_1_imd_1_region_London
2019,0-49,Male,IMD Q1,London,All Stages,All Routes,10,1.8,0.7,3.0,sex_1_imd_1_region_London
2020,0-49,Male,IMD Q1,London,All Stages,All Routes,SUPPRESSED; n<10,0.4,-0.1,0.9,sex_1_imd_1_region_London
2021,0-49,Male,IMD Q1,London,All Stages,All Routes,SUPPRESSED; n<10,1.7,0.6,2.9,sex_1_imd_1_region_London
2022,0-49,Male,IMD Q1,London,All Stages,All Routes,SUPPRESSED; n<10,1.3,0.3,2.3,sex_1_imd_1_region_London
2023,0-49,Male,IMD Q1,London,All Stages,All Routes,SUPPRESSED; n<10,1.7,0.6,2.9,sex_1_imd_1_region_London
allyears,0-49,Male,IMD Q1,London,All Stages,All Routes,10,1.6,1.2,2.0,
2016,0-49,Male,IMD Q1,North East,All Stages,All Routes,10,1.8,0.7,3.0,sex_1_imd_1_region_North East
2017,0-49,Male,IMD Q1,North East,All Stages,All Routes,SUPPRESSED; n<10,1.1,0.2,2.0,sex_1_imd_1_region_North East
2018,0-49,Male,IMD Q1,North East,All Stages,All Routes,SUPPRESSED; n<10,0.4,-0.1,0.9,sex_1_imd_1_region_North East
2019,0-49,Male,IMD Q1,North East,All Stages,All Routes,SUPPRESSED; n<10,1.1,0.2,2.0,sex_1_imd_1_region_North East
2020,0-49,Male,IMD Q1,North East,All Stages,All Routes,SUPPRESSED; n<10,1.7,0.6,2.7,sex_1_imd_1_region_North East
2021,0-49,Male,IMD Q1,North East,All Stages,All Routes,SUPPRESSED; n<10,1.0,0.1,1.8,sex_1_imd_1_region_North East
2022,0-49,Male,IMD Q1,North East,All Stages,All Routes,SUPPRESSED; n<10,0.6,-0.1,1.2,sex_1_imd_1_region_North East
2023,0-49,Male,IMD Q1,North East,All Stages,All Routes,SUPPRESSED; n<10,0.8,0.0,1.5,sex_1_imd_1_region_North East
allyears,0-49,Male,IMD Q1,North East,All Stages,All Routes,10,1.2,0.8,1.5,
2016,0-49,Male,IMD Q1,North West,All Stages,All Routes,15,1.8,0.9,2.7,sex_1_imd_1_region_North West
2017,0-49,Male,IMD Q1,North West,All Stages,All Routes,15,1.7,0.8,2.6,sex_1_imd_1_region_North West
2018,0-49,Male,IMD Q1,North West,All Stages,All Routes,15,1.9,1.0,2.8,sex_1_imd_1_region_North West
2019,0-49,Male,IMD Q1,North West,All Stages,All Routes,15,1.5,0.7,2.3,sex_1_imd_1_region_North West
2020,0-49,Male,IMD Q1,North West,All Stages,All Routes,10,1.3,0.6,2.1,sex_1_imd_1_region_North West
2021,0-49,Male,IMD Q1,North West,All Stages,All Routes,SUPPRESSED; n<10,0.8,0.2,1.4,sex_1_imd_1_region_North West
2022,0-49,Male,IMD Q1,North West,All Stages,All Routes,SUPPRESSED; n<10,0.8,0.2,1.4,sex_1_imd_1_region_North West
2023,0-49,Male,IMD Q1,North West,All Stages,All Routes,SUPPRESSED; n<10,1.0,0.3,1.7,sex_1_imd_1_region_North West
allyears,0-49,Male,IMD Q1,North West,All Stages,All Routes,70,1.6,1.2,1.9,
2016,0-49,Male,IMD Q1,South East,All Stages,All Routes,SUPPRESSED; n<10,0.4,-0.4,1.1,sex_1_imd_1_region_South East
2017,0-49,Male,IMD Q1,South East,All Stages,All Routes,SUPPRESSED; n<10,1.9,0.2,3.5,sex_1_imd_1_region_South East
2018,0-49,Male,IMD Q1,South East,All Stages,All Routes,SUPPRESSED; n<10,1.1,-0.1,2.4,sex_1_imd_1_region_South East
2019,0-49,Male,IMD Q1,South East,All Stages,All Routes,SUPPRESSED; n<10,1.1,-0.1,2.4,sex_1_imd_1_region_South East
2020,0-49,Male,IMD Q1,South East,All Stages,All Routes,SUPPRESSED; n<10,1.5,0.0,3.0,sex_1_imd_1_region_South East
2021,0-49,Male,IMD Q1,South East,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0,sex_1_imd_1_region_South East
2022,0-49,Male,IMD Q1,South East,All Stages,All Routes,SUPPRESSED; n<10,1.6,0.0,3.1,sex_1_imd_1_region_South East
2023,0-49,Male,IMD Q1,South East,All Stages,All Routes,SUPPRESSED; n<10,1.2,-0.2,2.5,sex_1_imd_1_region_South East
